,CorrTime,fltLongitude,fltLatitude,fltSpeed,dtTime,srtAngle,NoOfSat,DoorOpen,IgniStat,ExtBatLevel,IntBatLevel,odo,din3,din4,an1,an2,an3,an4,odometer,zzentrydt,lat_long,distances,Diff_lat,Diff_long
31,19-06-2018 10:12:14,81.186285,24.490541,6,19-06-2018 04:42,42,,1,1,14314,4003,48,1,1,13832,,300,300,,19-06-2018 04:43,"24.490541, 81.186285",0.048456012386706535,0.0002899999999996794,0.00033899999999675856
32,19-06-2018 10:12:44,81.186637,24.490837,6,19-06-2018 04:42,42,,1,1,14315,4003,49,1,1,13831,,300,300,,19-06-2018 04:43,"24.490837, 81.186637",0.05175292508621088,0.0002959999999987417,0.0003520000000065693
33,19-06-2018 10:13:14,81.18700799999999,24.491158,5,19-06-2018 04:43,45,,1,1,14316,4003,53,1,1,13860,,300,300,,19-06-2018 04:44,"24.491158, 81.18700799999999",0.05099821980211556,0.00032099999999957163,0.0003709999999870206
34,19-06-2018 10:13:44,81.187379,24.491469,6,19-06-2018 04:43,40,,1,1,14304,4003,52,1,1,13830,,300,300,,19-06-2018 04:44,"24.491469, 81.187379",0.04380439254257785,0.0003109999999999502,0.0003710000000154423
35,19-06-2018 10:14:14,81.187674,24.491757999999997,5,19-06-2018 04:44,46,,1,1,14307,4003,45,1,1,13833,,300,300,,19-06-2018 04:45,"24.491757999999997, 81.187674",0.048469344272071245,0.00028899999999865145,0.00029499999999416104
36,19-06-2018 10:14:44,81.188019,24.492061,6,19-06-2018 04:44,55,,1,1,14307,4003,49,1,1,13835,,300,300,,19-06-2018 04:45,"24.492061, 81.188019",0.0494707742525111,0.0003030000000023847,0.00034499999999582087
37,19-06-2018 10:15:14,81.188365,24.492376,6,19-06-2018 04:45,48,,1,1,14306,4003,50,1,1,13851,,300,300,,19-06-2018 04:46,"24.492376, 81.188365",0.049059552589355925,0.0003150000000005093,0.00034600000000750697
38,19-06-2018 10:15:44,81.18871700000001,24.49268,5,19-06-2018 04:45,46,,1,1,14291,4003,50,1,1,13836,,300,300,,19-06-2018 04:46,"24.49268, 81.18871700000001",0.04893831032448009,0.00030399999999985994,0.0003520000000065693
39,19-06-2018 10:16:14,81.189024,24.493021,5,19-06-2018 04:46,14,,1,1,14296,4003,50,1,1,13829,,300,300,,19-06-2018 04:47,"24.493021, 81.189024",0.012564361541469522,0.0003409999999988145,0.00030699999999228567
40,19-06-2018 10:16:22,81.189114,24.493099,6,19-06-2018 04:46,79,,1,1,14300,4003,13,1,1,13836,,300,300,,19-06-2018 04:47,"24.493099, 81.189114",0.007096086653928792,7.80000000020209e-05,9.000000000014552e-05
41,19-06-2018 10:16:26,81.189184,24.493098,6,19-06-2018 04:46,99,,1,1,14271,4003,7,1,1,13833,,300,300,,19-06-2018 04:47,"24.493098, 81.189184",0.006696452378470702,-1.0000000010279564e-06,6.999999999379725e-05
42,19-06-2018 10:16:31,81.18924799999999,24.493083,6,19-06-2018 04:46,121,,1,1,14288,4003,7,1,1,13833,,300,300,,19-06-2018 04:47,"24.493083, 81.18924799999999",0.005986165512669371,-1.5000000001208491e-05,6.399999999473494e-05
43,19-06-2018 10:16:33,81.189293,24.493048,7,19-06-2018 04:46,137,,1,1,14289,4003,6,1,1,13830,,300,300,,19-06-2018 04:47,"24.493048, 81.189293",0.002404262500393815,-3.499999999689862e-05,4.5000000014283614e-05
44,19-06-2018 10:16:36,81.189299,24.493026999999998,8,19-06-2018 04:46,172,,1,1,14262,4003,2,1,1,13823,,300,300,,19-06-2018 04:47,"24.493026999999998, 81.189299",0.01970424625665675,-2.1000000003823516e-05,5.999999999062311e-06
45,19-06-2018 10:16:52,81.18943399999999,24.492898999999998,6,19-06-2018 04:46,126,,1,1,14298,4003,20,1,1,13833,,300,300,,19-06-2018 04:47,"24.492898999999998, 81.18943399999999",0.019954966009264472,-0.000128000000000128,0.00013499999998600742
46,19-06-2018 10:17:03,81.189613,24.492824,6,19-06-2018 04:47,91,,1,1,14298,4003,20,1,1,13824,,300,300,,19-06-2018 04:47,"24.492824, 81.189613",0.0019385496515956194,-7.499999999893703e-05,0.0001790000000028158
47,19-06-2018 10:17:04,81.18963199999999,24.492826,6,19-06-2018 04:47,70,,1,1,14288,4003,2,1,1,13812,,300,300,,19-06-2018 04:47,"24.492826, 81.18963199999999",0.0471490328334553,2.0000000020559128e-06,1.8999999994662176e-05
48,19-06-2018 10:17:34,81.190022,24.493057999999998,6,19-06-2018 04:47,50,,1,1,14308,4003,48,1,1,13833,,300,300,,19-06-2018 04:48,"24.493057999999998, 81.190022",0.05438085425753939,0.00023199999999690135,0.0003900000000101045
49,19-06-2018 10:18:04,81.190445,24.49336,6,19-06-2018 04:48,50,,1,1,14306,4003,55,1,1,13836,,300,300,,19-06-2018 04:48,"24.49336, 81.190445",0.04962999102603478,0.00030200000000135674,0.00042299999999784177
50,19-06-2018 10:18:34,81.19082900000001,24.493638,6,19-06-2018 04:48,48,,1,1,14281,4003,51,1,1,13825,,300,300,,19-06-2018 04:51,"24.493638, 81.19082900000001",0.0528395825740388,0.0002780000000015548,0.0003840000000110422
51,19-06-2018 10:19:04,81.191296,24.49385,6,19-06-2018 04:49,63,,1,1,14315,4003,54,1,1,13831,,300,12,,19-06-2018 05:02,"24.49385, 81.191296",0.05226238037017739,0.0002119999999976585,0.00046699999998622843
52,19-06-2018 10:19:34,81.191763,24.49405,5,19-06-2018 04:49,61,,1,1,14309,4003,53,1,1,13827,,300,12,,19-06-2018 05:02,"24.49405, 81.191763",0.010280256062343627,0.0002000000000030866,0.0004670000000004393
53,19-06-2018 10:20:04,81.191699,24.494122,6,19-06-2018 04:50,243,,1,1,14308,4003,11,1,1,13835,,300,12,,19-06-2018 05:02,"24.494122, 81.191699",0.04811705522477092,7.199999999940587e-05,-6.399999999473494e-05
54,19-06-2018 10:20:34,81.19126999999999,24.493935999999998,5,19-06-2018 04:50,244,,1,1,14302,4003,49,1,1,13836,,300,12,,19-06-2018 05:02,"24.493935999999998, 81.19126999999999",0.037383665702669065,-0.00018600000000290606,-0.00042900000001111493
55,19-06-2018 10:21:04,81.190938,24.493789000000003,0,19-06-2018 04:51,237,,1,1,14383,4003,38,1,1,13902,,300,12,,19-06-2018 05:02,"24.493789000000003, 81.190938",0.0,-0.0001469999999947902,-0.00033199999998601015
56,19-06-2018 10:21:05,81.190938,24.493789000000003,0,19-06-2018 04:51,237,,0,1,14397,4003,0,1,1,13917,,300,300,,19-06-2018 04:51,"24.493789000000003, 81.190938",0.0,0.0,0.0
57,19-06-2018 10:21:35,81.190938,24.493789000000003,0,19-06-2018 04:51,237,,0,0,13725,4003,0,1,1,0,,300,300,,19-06-2018 04:52,"24.493789000000003, 81.190938",0.0,0.0,0.0
58,19-06-2018 10:22:05,81.190938,24.493789000000003,0,19-06-2018 04:52,237,,0,0,13599,4003,0,1,0,0,,300,300,,19-06-2018 04:52,"24.493789000000003, 81.190938",0.0,0.0,0.0
59,19-06-2018 10:22:35,81.190938,24.493789000000003,0,19-06-2018 04:52,237,,0,0,13540,4003,0,1,0,0,,300,300,,19-06-2018 04:53,"24.493789000000003, 81.190938",0.0,0.0,0.0
60,19-06-2018 10:22:41,81.190938,24.493789000000003,0,19-06-2018 04:52,237,,0,0,13522,4003,0,1,0,0,,300,300,,19-06-2018 04:53,"24.493789000000003, 81.190938",0.0,0.0,0.0
61,19-06-2018 10:23:11,81.190938,24.493789000000003,0,19-06-2018 04:53,237,,0,0,13491,4003,0,1,0,0,,300,300,,19-06-2018 04:54,"24.493789000000003, 81.190938",0.0,0.0,0.0
62,19-06-2018 10:23:41,81.190938,24.493789000000003,0,19-06-2018 04:53,237,,0,0,13472,4003,0,1,0,0,,300,300,,19-06-2018 04:54,"24.493789000000003, 81.190938",0.0,0.0,0.0
63,19-06-2018 10:24:11,81.190938,24.493789000000003,0,19-06-2018 04:54,237,,0,0,13452,4003,0,1,0,0,,300,300,,19-06-2018 04:55,"24.493789000000003, 81.190938",0.0,0.0,0.0
64,19-06-2018 10:24:41,81.190938,24.493789000000003,0,19-06-2018 04:54,237,,0,0,13433,4003,0,1,0,0,,300,300,,19-06-2018 04:55,"24.493789000000003, 81.190938",0.0,0.0,0.0
65,19-06-2018 10:25:11,81.190938,24.493789000000003,0,19-06-2018 04:55,237,,0,0,13423,4003,0,1,0,0,,300,300,,19-06-2018 04:56,"24.493789000000003, 81.190938",0.0,0.0,0.0
66,19-06-2018 10:25:41,81.190938,24.493789000000003,0,19-06-2018 04:55,237,,0,0,13404,4003,0,1,0,0,,300,300,,19-06-2018 04:56,"24.493789000000003, 81.190938",0.0,0.0,0.0
67,19-06-2018 10:26:11,81.190938,24.493789000000003,0,19-06-2018 04:56,237,,0,0,13384,4003,0,1,0,0,,300,300,,19-06-2018 04:56,"24.493789000000003, 81.190938",0.0,0.0,0.0
68,19-06-2018 10:26:41,81.190938,24.493789000000003,0,19-06-2018 04:56,237,,0,0,13375,4003,0,1,0,0,,300,300,,19-06-2018 04:57,"24.493789000000003, 81.190938",0.0,0.0,0.0
69,19-06-2018 10:27:11,81.190938,24.493789000000003,0,19-06-2018 04:57,237,,0,0,13374,4003,0,1,0,0,,300,300,,19-06-2018 04:57,"24.493789000000003, 81.190938",0.0,0.0,0.0
70,19-06-2018 10:27:17,81.190938,24.493789000000003,0,19-06-2018 04:57,237,,1,1,13344,4003,0,1,1,0,,300,300,,19-06-2018 04:57,"24.493789000000003, 81.190938",0.0,0.0,0.0
71,19-06-2018 10:27:47,81.190938,24.493789000000003,0,19-06-2018 04:57,237,,1,1,12769,4003,0,1,0,2586,,300,300,,19-06-2018 04:58,"24.493789000000003, 81.190938",0.01654495510026297,0.0,0.0
72,19-06-2018 10:28:17,81.191046,24.493901,3,19-06-2018 04:58,29,,1,1,14290,4003,17,1,1,13835,,300,300,,19-06-2018 05:00,"24.493901, 81.191046",0.02359614649457836,0.00011199999999789156,0.00010799999999733245
73,19-06-2018 10:28:47,81.19083499999999,24.493810999999997,3,19-06-2018 04:58,242,,1,1,14326,4003,24,1,1,13859,,300,300,,19-06-2018 05:00,"24.493810999999997, 81.19083499999999",0.0339281455549145,-9.000000000369823e-05,-0.0002110000000072887
74,19-06-2018 10:29:17,81.190534,24.493676999999998,4,19-06-2018 04:59,247,,1,1,14309,4003,35,1,1,13853,,300,300,,19-06-2018 05:00,"24.493676999999998, 81.190534",0.03604451758186657,-0.00013399999999919032,-0.00030099999999322335
75,19-06-2018 10:29:47,81.190208,24.493547,4,19-06-2018 04:59,243,,1,1,14323,4003,37,1,1,13837,,300,300,,19-06-2018 05:00,"24.493547, 81.190208",0.012408672500606373,-0.0001299999999986312,-0.0003260000000011587
76,19-06-2018 10:30:17,81.190099,24.493496,0,19-06-2018 05:00,246,,1,1,14319,4003,13,1,1,13869,,300,300,,19-06-2018 05:01,"24.493496, 81.190099",0.0,-5.099999999913507e-05,-0.0001089999999948077
77,19-06-2018 10:30:47,81.190099,24.493496,0,19-06-2018 05:00,246,,1,1,14329,4003,0,1,1,13893,,300,300,,19-06-2018 05:01,"24.493496, 81.190099",0.0,0.0,0.0
78,19-06-2018 10:31:17,81.190099,24.493496,0,19-06-2018 05:01,246,,1,1,14289,4003,0,1,1,13825,,300,300,,19-06-2018 05:02,"24.493496, 81.190099",0.0,0.0,0.0
79,19-06-2018 10:31:47,81.190099,24.493496,0,19-06-2018 05:01,246,,1,1,14294,4003,0,1,1,13804,,300,300,,19-06-2018 05:02,"24.493496, 81.190099",0.0,0.0,0.0
80,19-06-2018 10:32:17,81.190099,24.493496,0,19-06-2018 05:02,246,,1,1,14328,4003,0,1,1,13858,,300,300,,19-06-2018 05:03,"24.493496, 81.190099",0.01824642371832315,0.0,0.0
81,19-06-2018 10:32:47,81.189965,24.493385999999997,0,19-06-2018 05:02,42,,1,1,14298,4003,19,1,1,13824,,300,300,,19-06-2018 05:03,"24.493385999999997, 81.189965",0.0,-0.00011000000000294108,-0.00013400000000274304
82,19-06-2018 10:33:17,81.189965,24.493385999999997,0,19-06-2018 05:03,42,,1,1,14298,4003,0,1,1,13832,,300,300,,19-06-2018 05:04,"24.493385999999997, 81.189965",0.0,0.0,0.0
83,19-06-2018 10:33:47,81.189965,24.493385999999997,0,19-06-2018 05:03,42,,1,1,14293,4003,0,1,1,13832,,300,300,,19-06-2018 05:04,"24.493385999999997, 81.189965",0.0,0.0,0.0
84,19-06-2018 10:34:17,81.189965,24.493385999999997,0,19-06-2018 05:04,42,,1,1,14331,4003,0,1,1,13848,,300,300,,19-06-2018 05:04,"24.493385999999997, 81.189965",0.0,0.0,0.0
85,19-06-2018 10:34:47,81.189965,24.493385999999997,0,19-06-2018 05:04,42,,1,1,14338,4003,0,1,1,13871,,300,300,,19-06-2018 05:05,"24.493385999999997, 81.189965",0.0,0.0,0.0
86,19-06-2018 10:35:17,81.189965,24.493385999999997,0,19-06-2018 05:05,42,,1,1,14375,4003,0,1,1,13900,,300,300,,19-06-2018 05:06,"24.493385999999997, 81.189965",0.0,0.0,0.0
87,19-06-2018 10:35:47,81.189965,24.493385999999997,0,19-06-2018 05:05,42,,1,1,14377,4003,0,1,1,13895,,300,300,,19-06-2018 05:06,"24.493385999999997, 81.189965",0.0,0.0,0.0
88,19-06-2018 10:36:17,81.189965,24.493385999999997,0,19-06-2018 05:06,42,,1,1,14371,4003,0,1,1,13907,,300,300,,19-06-2018 05:07,"24.493385999999997, 81.189965",0.0,0.0,0.0
89,19-06-2018 10:36:47,81.189965,24.493385999999997,0,19-06-2018 05:06,42,,1,1,14377,4003,0,1,1,13903,,300,300,,19-06-2018 05:07,"24.493385999999997, 81.189965",0.0,0.0,0.0
90,19-06-2018 10:37:17,81.189965,24.493385999999997,0,19-06-2018 05:07,42,,1,1,14375,4003,0,1,1,13909,,300,300,,19-06-2018 05:08,"24.493385999999997, 81.189965",0.0,0.0,0.0
91,19-06-2018 10:37:47,81.189965,24.493385999999997,0,19-06-2018 05:07,42,,1,1,14372,4003,0,1,1,13902,,300,300,,19-06-2018 05:08,"24.493385999999997, 81.189965",0.0,0.0,0.0
92,19-06-2018 10:38:17,81.189965,24.493385999999997,0,19-06-2018 05:08,42,,1,1,14370,4003,0,1,1,13895,,300,300,,19-06-2018 05:08,"24.493385999999997, 81.189965",0.0,0.0,0.0
93,19-06-2018 10:38:47,81.189965,24.493385999999997,0,19-06-2018 05:08,42,,1,1,14366,4003,0,1,1,13892,,300,300,,19-06-2018 05:09,"24.493385999999997, 81.189965",0.0,0.0,0.0
94,19-06-2018 10:39:17,81.189965,24.493385999999997,0,19-06-2018 05:09,42,,1,1,14360,4003,0,1,1,13881,,300,300,,19-06-2018 05:10,"24.493385999999997, 81.189965",0.0,0.0,0.0
95,19-06-2018 10:39:47,81.189965,24.493385999999997,0,19-06-2018 05:09,42,,1,1,14298,4003,0,1,1,13831,,300,300,,19-06-2018 05:10,"24.493385999999997, 81.189965",0.0,0.0,0.0
